CL:0002678	memory regulatory T cell
CL:0002679	natural helper lymphocyte
CL:1000696	kidney interstitial inflammatory macrophage
CL:0000532	CAP motoneuron
CL:0000571	leucophore
CL:0000570	parafollicular cell
CL:0000565	fat body cell
CL:0000564	neutrophilic promyelocyte
CL:0000563	endospore
CL:0000562	nucleate erythrocyte
CL:0000569	cardiac mesenchymal cell
CL:0000568	APUD cell
CL:0000567	polymodal nocireceptor
CL:0000566	angioblastic mesenchymal cell
CL:0000560	band form neutrophil
CL:0000561	amacrine cell
CL:0000552	orthochromatic erythroblast
CL:0000551	unimodal nocireceptor
CL:0000554	gastrin stimulating hormone secreting cell
CL:0000553	megakaryocyte progenitor cell
CL:0000556	megakaryocyte
CL:0000555	neuronal brush cell
CL:0000558	reticulocyte
CL:0000557	granulocyte monocyte progenitor cell
CL:0000559	promonocyte
CL:0000593	androgen secreting cell
CL:0000594	skeletal muscle satellite cell
CL:0000591	warmth sensing thermoreceptor cell
CL:0000592	large luteal cell
CL:0000590	small luteal cell
CL:0000589	cochlear inner hair cell
CL:0000588	odontoclast
CL:0000587	cold sensing thermoreceptor cell
CL:0000586	germ cell
CL:0000584	enterocyte
CL:0000580	neutrophilic myelocyte
CL:0000581	peritoneal macrophage
CL:0000582	neutrophilic metamyelocyte
CL:0000583	alveolar macrophage
CL:0000578	experimentally modified cell in vitro
CL:0000577	type EC enteroendocrine cell
CL:0000579	border follicle cell
CL:0000574	erythrophore
CL:0000573	retinal cone cell
CL:0000576	monocyte
CL:0000575	corneal epithelial cell
CL:0000098	sensory epithelial cell
CL:0000099	interneuron
CL:0000096	mature neutrophil
CL:0000097	mast cell
CL:0000094	granulocyte
CL:0000095	neuron associated cell
CL:0000092	osteoclast
CL:0002200	oxyphil cell of thyroid
CL:0000090	female germ line stem cell (sensu Vertebrata)
CL:0000091	Kupffer cell
CL:0000478	oxytocin stimulating hormone secreting cell
CL:0000479	vasopressin stimulating hormone secreting cell
CL:0000476	thyrotroph
CL:0000477	follicle cell
CL:0000474	pericardial nephrocyte
CL:0000484	connective tissue type mast cell
CL:0000483	bombesin stimulating hormone secreting cell
CL:0000482	juvenile hormone secreting cell
CL:0000481	cholecystokin stimulating hormone secreting cell
CL:0000480	secretin stimulating hormone secreting cell
CL:0000089	male germ line stem cell (sensu Vertebrata)
CL:0000085	germ line stem cell (sensu Vertebrata)
CL:0000086	germ line stem cell (sensu Nematoda and Protostomia)
CL:0000087	male germ line stem cell (sensu Nematoda and Protostomia)
CL:0000088	female germ line stem cell (sensu Nematoda and Protostomia)
CL:0002210	red muscle cell
CL:0000081	blood cell
CL:0000082	epithelial cell of lung
CL:0002211	type I muscle cell
CL:0000083	epithelial cell of pancreas
CL:0000084	T cell
CL:0000489	scotopic photoreceptor cell
CL:0000080	circulating cell
CL:0000485	mucosal type mast cell
CL:0000486	garland cell
CL:0000487	oenocyte
CL:0000809	double-positive, alpha-beta thymocyte
CL:0000488	visible light photoreceptor cell
CL:0000808	DN4 thymocyte
CL:0000492	CD4-positive helper T cell
CL:0000807	DN3 thymocyte
CL:0000806	DN2 thymocyte
CL:0000495	blue sensitive photoreceptor cell
CL:0002209	intermediate epitheliocyte
CL:0000805	immature single positive thymocyte
CL:0000494	UV sensitive photoreceptor cell
CL:0000803	CD4-negative CD8-negative gamma-delta intraepithelial T cell
CL:0000802	CD8-alpha alpha positive, gamma-delta intraepithelial T cell
CL:0000801	gamma-delta intraepithelial T cell
CL:0000490	photopic photoreceptor cell
CL:0000800	mature gamma-delta T cell
CL:0002204	brush cell
CL:0002203	Brush cell of epithelium proper of large intestine
CL:0002202	epithelial cell of tracheobronchial tree
CL:0002201	renal beta-intercalated cell
CL:0000079	stratified epithelial cell
CL:0002208	brush cell of bronchus
CL:0000078	peridermal cell
CL:0002207	brush cell of trachea
CL:0002206	brush cell of terminal bronchiole
CL:0002205	brush cell of lobular bronchiole
CL:0000498	inhibitory interneuron
CL:0000499	stromal cell
CL:0000496	green sensitive photoreceptor cell
CL:0000497	red sensitive photoreceptor cell
CL:0000813	memory T cell
CL:0000815	regulatory T cell
CL:0000814	mature NK T cell
CL:0000817	precursor B cell
CL:0000816	immature B cell
CL:0000819	B-1 B cell
CL:0000818	transitional stage B cell
CL:0000811	CD8-positive, alpha-beta thymocyte
CL:0000810	CD4-positive, alpha-beta thymocyte
CL:0000826	pro-B cell
CL:0000825	pro-NK cell
CL:0000824	mature natural killer cell
CL:0000823	immature natural killer cell
CL:0000829	basophilic myeloblast
CL:0000828	thromboblast
CL:0000827	pro-T cell
CL:0000822	B-2 B cell
CL:0000821	B-1b B cell
CL:0000820	B-1a B cell
CL:0002240	marrow fibroblast
CL:0002242	nucleate cell
CL:0002241	pulmonary interstitial fibroblast
CL:0002244	squamous cell of ectocervix
CL:0002243	smooth muscle cell of sphincter of pupil
CL:0002234	basal cell of prostatic acinus
CL:0000830	basophilic promyelocyte
CL:0002235	luminal cell of prostatic acinus
CL:0000831	mast cell progenitor
CL:0002236	basal epithelial cell of prostatic duct
CL:0000832	eosinophilic myeloblast
CL:0002237	luminal epithelial cell of prostatic duct
CL:0000833	eosinophilic promyelocyte
CL:0002238	male gonocyte
CL:0002239	ooblast
CL:0000838	lymphoid lineage restricted progenitor cell
CL:0000839	myeloid lineage restricted progenitor cell
CL:0000834	neutrophil progenitor cell
CL:0000835	myeloblast
CL:0000836	promyelocyte
CL:0000837	hematopoietic multipotent progenitor cell
CL:0002251	epithelial cell of alimentary canal
CL:0002250	intestinal crypt stem cell
CL:0002255	stromal cell of endometrium
CL:0002254	epithelial cell of small intestine
CL:0002253	epithelial cell of large intestine
CL:0002252	epithelial cell of esophagus
CL:0002247	pleural macrophage
CL:0000843	follicular B cell
CL:0002248	pluripotent stem cell
CL:0000844	germinal center B cell
CL:0000841	mature conventional dendritic cell
CL:0000842	mononuclear cell
CL:0002246	peripheral blood stem cell
CL:0000840	immature conventional dendritic cell
CL:0002249	primitive cardiac myocyte
CL:0000849	crypt olfactory receptor neuron
CL:0000847	ciliated olfactory receptor neuron
CL:0000848	microvillous olfactory receptor neuron
CL:0000845	marginal zone B cell
CL:0000846	vestibular dark cell
CL:0002220	interstitial cell of pineal gland
CL:0002222	vertebrate lens cell
CL:0002221	keratinized squamous cell of esophagus
CL:0002216	intermediate muscle cell
CL:0002217	intermediate trophoblast cell
CL:0000850	serotonergic neuron
CL:0002218	immature dendritic epithelial T cell precursor
CL:0000851	neuromast mantle cell
CL:0002219	anchoring trophoblast
CL:0002212	type II muscle cell
CL:0000852	neuromast support cell
CL:0002213	white muscle cell
CL:0000853	olfactory epithelial support cell
CL:0002214	type IIa muscle cell
CL:0000854	interneuromast cell
CL:0002215	type IIb muscle cell
CL:0000855	sensory hair cell
CL:0000856	neuromast hair cell
CL:0000857	slow muscle myoblast
CL:0000858	fast muscle myoblast
CL:0002233	epithelial cell of prostatic acinus
CL:0002232	epithelial cell of prostatic duct
CL:0002231	epithelial cell of prostate
CL:0000861	elicited macrophage
CL:0002229	light chief cell of parathyroid gland
CL:0000862	suppressor macrophage
CL:0002227	nucleated secondary lens fiber
CL:0000860	classical monocyte
CL:0002228	primary lens fiber
CL:0000865	gastrointestinal tract (lamina propria) macrophage
CL:0002225	secondary lens fiber
CL:0000866	thymic macrophage
CL:0002226	non-nucleated secondary lens fiber
CL:0000863	inflammatory macrophage
CL:0002223	anterior lens cell
CL:0000864	tissue-resident macrophage
CL:0002224	lens epithelial cell
CL:0000869	tonsillar macrophage
CL:0000867	secondary lymphoid organ macrophage
CL:0000868	lymph node macrophage
CL:0000879	meningeal macrophage
CL:0000878	central nervous system macrophage
CL:0000877	splenic tingible body macrophage
CL:0000006	neuronal receptor cell
CL:0000876	splenic white pulp macrophage
CL:0000005	fibroblast neural crest derived
CL:0002279	type L enteroendocrine cell
CL:0000875	non-classical monocyte
CL:0000008	migratory cranial neural crest cell
CL:0002278	GIP cell
CL:0000874	splenic red pulp macrophage
CL:0000007	early embryonic cell
CL:0000873	splenic metallophillic macrophage
CL:0000001	primary cultured cell
CL:0000872	splenic marginal zone macrophage
CL:0000871	splenic macrophage
CL:0000870	Peyer&apos;s patch macrophage
CL:0000003	native cell
CL:0002283	ecto-epithelial cell of viscerocranial mucosa
CL:0002284	type X enteroendocrine cell
CL:0000880	choroid-plexus macrophage
CL:0000010	cultured cell
CL:0002281	type S enteroendocrine cell
CL:0002282	type TG enteroendocrine cell
CL:0000011	migratory trunk neural crest cell
CL:0002287	type IV taste receptor cell
CL:0002288	type V taste receptor cell
CL:0002285	type III taste bud cell
CL:0002286	type II taste cell
CL:0002280	type N enteroendocrine cell
CL:0000889	myeloid suppressor cell
CL:0000886	nasal and broncial associated lymphoid tissue macrophage
CL:0000885	gut-associated lymphoid tissue macrophage
CL:0002289	type I taste bud cell
CL:0000888	lymph node tingible body macrophage
CL:0000887	lymph node subcapsular sinus macrophage
CL:0000882	thymic medullary macrophage
CL:0000881	perivascular macrophage
CL:0000884	mucosa-associated lymphoid tissue macrophage
CL:0000883	thymic cortical macrophage
CL:0002292	type I cell of carotid body
CL:0002293	epithelial cell of thymus
CL:0000890	alternatively activated macrophage
CL:0002294	type-1 epithelial cell of thymus
CL:0000891	foam cell
CL:0002295	type-6 epithelial cell of thymus
CL:0002296	type-4 epithelial cell of thymus
CL:0002297	type-3 epithelial cell of thymus
CL:0002298	type-5 epithelial cell of thymus
CL:0002299	type-2 epithelial cell of thymus
CL:0002290	Y chromosome-bearing sperm cell
CL:0002291	X chromosome-bearing sperm cell
CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell
CL:0000024	oogonial cell
CL:0000894	DN1 thymic pro-T cell
CL:0000023	oocyte
CL:0000893	thymocyte
CL:0000026	invertebrate nurse cell
CL:0000892	smooth muscle cell derived foam cell
CL:0000025	egg cell
CL:0002259	neuroepithelial stem cell
CL:0000899	T-helper 17 cell
CL:0000028	CNS neuron (sensu Nematoda and Protostomia)
CL:0002258	thyroid follicular cell
CL:0000898	naive T cell
CL:0000027	smooth muscle cell neural crest derived
CL:0000897	CD4-positive, alpha-beta memory T cell
CL:0002257	epithelial cell of thyroid gland
CL:0002256	supporting cell of carotid body
CL:0000896	activated CD4-positive, alpha-beta T cell
CL:0000029	neuron neural crest derived
CL:0002265	type D cell of colon
CL:0002266	type D cell of small intestine
CL:1000191	pillar cell
CL:0002263	transitional cell of parathyroid gland
CL:0002264	type A cell of stomach
CL:0000030	glioblast
CL:0002261	endothelial cell of viscerocranial mucosa
CL:0002262	endothelial cell of sinusoid
CL:0000031	neuroblast
CL:0000032	neuroplacodal cell
CL:0000033	apocrine cell
CL:0002260	epithelial cell of parathyroid gland
CL:0000015	male germ cell
CL:0000014	germ line stem cell
CL:0002268	P/D1 enteroendocrine cell
CL:0000019	sperm
CL:0002267	type D cell of stomach
CL:0000018	spermatid
CL:0000017	spermatocyte
CL:0002269	vasoactive intestinal peptide secreting cell
CL:0000016	male germ line stem cell
CL:0002274	histamine secreting cell
CL:1000182	malpighian tubule tip cell
CL:0002275	pancreatic PP cell
CL:0002277	type I enteroendocrine cell
CL:0002270	type EC2 enteroendocrine cell
CL:0000021	female germ cell
CL:0002271	type EC1 enteroendocrine cell
CL:0000022	female germ line stem cell
CL:0002272	motilin secreting cell
CL:0002273	type ECL enteroendocrine cell
CL:0000020	spermatogonium
CL:0000049	common myeloid progenitor
CL:0000047	neuronal stem cell
CL:0000048	multi fate stem cell
CL:1001320	urethra cell
CL:0000052	totipotent stem cell
CL:0000055	non-terminally differentiated cell
CL:0000054	bone matrix secreting cell
CL:0000051	common lymphoid progenitor
CL:0000050	megakaryocyte-erythroid progenitor cell
CL:0000038	erythroid progenitor cell
CL:0000039	germ line cell
CL:0000036	epithelial fate stem cell
CL:0000037	hematopoietic stem cell
CL:0000034	stem cell
CL:0000035	single fate stem cell
CL:1000601	ureteral cell
CL:1000600	lower urinary tract cell
CL:0000043	mature basophil
CL:0000042	neutrophilic myeloblast
CL:0000041	mature eosinophil
CL:1000606	kidney nerve cell
CL:0000040	monoblast
CL:0000067	ciliated epithelial cell
CL:0000068	duct epithelial cell
CL:0000069	branched duct epithelial cell
CL:0000071	blood vessel endothelial cell
CL:0000073	barrier epithelial cell
CL:0000072	non-branched duct epithelial cell
CL:0000075	columnar/cuboidal epithelial cell
CL:0000077	mesothelial cell
CL:0000076	squamous epithelial cell
CL:0000058	chondroblast
CL:0000059	ameloblast
CL:0000056	myoblast
CL:0000057	fibroblast
CL:0000062	osteoblast
CL:0000061	cementoblast
CL:0000060	odontoblast
CL:1001319	bladder cell
CL:0000066	epithelial cell
CL:0000065	ependymal cell
CL:0000064	ciliated cell
CL:1001318	renal interstitial pericyte
CL:1000742	glomerular mesangial cell
CL:1000340	enterocyte of epithelium proper of duodenum
CL:1000746	glomerular cell
CL:1001021	kidney loop of henle descending limb epithelial cell
CL:1000335	enterocyte of epithelium of intestinal villus
CL:1000334	enterocyte of epithelium of small intestine
CL:1000337	enterocyte of epithelium of duodenal gland
CL:1000331	serous cell of epithelium of bronchus
CL:1001016	kidney loop of henle ascending limb epithelial cell
CL:1000330	serous cell of epithelium of trachea
CL:1000333	serous cell of epithelium of lobular bronchiole
CL:1000332	serous cell of epithelium of terminal bronchiole
CL:1000339	enterocyte of epithelium proper of small intestine
CL:1000338	enterocyte of epithelium of crypt of lieberkuhn of small intestine
CL:1000350	basal cell of epithelium of terminal bronchiole
CL:1000351	basal cell of epithelium of respiratory bronchiole
CL:1000348	basal cell of epithelium of trachea
CL:1000347	vacuolar absorptive cell of epithelium of colon
CL:1000346	vacuolar absorptive cell of epithelium proper of large intestine
CL:1000345	paneth cell of epithelium of crypt of lieberkuhn of small intestine
CL:1000344	paneth cell of epithelium proper of small intestine
CL:1000343	paneth cell of epithelium of small intestine
CL:1000342	enterocyte of epithelium proper of ileum
CL:1001005	glomerular capillary endothelial cell
CL:1000341	enterocyte of epithelium proper of jejunum
CL:1001006	kidney afferent arteriole cell
CL:1001009	kidney efferent arteriole cell
CL:1000349	basal cell of epithelium of bronchus
CL:1000768	kidney connecting tubule epithelial cell
CL:1000360	microfold cell of epithelium proper of large intestine
CL:1000361	transitional myocyte of interatrial septum
CL:1000362	transitional myocyte of interventricular septum
CL:1000353	microfold cell of epithelium of small intestine
CL:1000352	basal cell of epithelium of lobular bronchiole
CL:1000355	microfold cell of epithelium proper of small intestine
CL:1000354	microfold cell of epithelium of intestinal villus
CL:1000357	microfold cell of epithelium proper of jejunum
CL:1000356	microfold cell of epithelium proper of duodenum
CL:1000359	microfold cell of epithelium proper of appendix
CL:1000358	microfold cell of epithelium proper of ileum
CL:1000372	transitional myocyte of atrial part of atrioventricular bundle
CL:1000373	transitional myocyte of ventricular part of atrioventricular bundle
CL:1000370	transitional myocyte of left branch of atrioventricular bundle
CL:1000371	transitional myocyte of right branch of atrioventricular bundle
CL:1000366	transitional myocyte of middle internodal tract
CL:1000365	transitional myocyte of atrial septal branch of anterior internodal tract
CL:1000364	transitional myocyte of anterior internodal tract
CL:1000363	transitional myocyte of atrial branch of anterior internodal tract
CL:1000369	transitional myocyte of septal division of left branch of atrioventricular bundle
CL:1000368	transitional myocyte of anterior division of left branch of atrioventricular bundle
CL:1000367	transitional myocyte of posterior internodal tract
CL:1000382	type 2 vestibular sensory cell of stato-acoustic epithelium
CL:1000381	type 1 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth
CL:0000629	storage cell
CL:1000384	type 2 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth
CL:1000383	type 2 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth
CL:0000626	olfactory granule cell
CL:0000625	CD8-positive, alpha-beta T cell
CL:1000380	type 1 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth
CL:0000628	photosynthetic cell
CL:0000627	transporting cell
CL:0000622	acinar cell
CL:0000621	fusion competent myoblast
CL:0000624	CD4-positive, alpha-beta T cell
CL:0000623	natural killer cell
CL:0000218	myelinating Schwann cell
CL:0000219	motile cell
CL:1000378	type 1 vestibular sensory cell of stato-acoustic epithelium
CL:0000214	synovial cell
CL:1000379	type 1 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth
CL:0000215	barrier cell
CL:0000216	Sertoli cell
CL:0000217	insulating cell
CL:0000210	photoreceptor cell
CL:1000374	transitional myocyte of posterior division of left branch of atrioventricular bundle
CL:1000375	myocardial endocrine cell of septal division of left branch of atrioventricular bundle
CL:0000211	electrically active cell
CL:0000212	absorptive cell
CL:1000376	purkinje myocyte of interventricular septum
CL:0000213	lining cell
CL:1000377	dense-core granulated cell of epithelium of trachea
CL:1000394	myoepithelial cell of intralobular lactiferous duct
CL:0000619	support cell (sensu Nematoda)
CL:0000618	sheath cell
CL:1000391	melanocyte of eyelid
CL:0000617	GABAergic neuron
CL:0000615	basidiospore
CL:0000614	basophilic myelocyte
CL:0000613	basophil progenitor cell
CL:0000612	eosinophilic myelocyte
CL:0000611	eosinophil progenitor cell
CL:0000227	binucleate cell
CL:0000228	multinucleate cell
CL:0000225	anucleate cell
CL:0000226	single nucleate cell
CL:0000223	endodermal cell
CL:1000385	type 2 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth
CL:0000221	ectodermal cell
CL:0000222	mesodermal cell
CL:0000604	retinal rod cell
CL:0000603	dikaryon
CL:0000606	macroconidium
CL:0000605	fungal asexual spore
CL:0000608	zygospore
CL:0000607	ascospore
CL:0000609	vestibular hair cell
CL:0000600	heterokaryon
CL:0000602	pressoreceptor cell
CL:0000601	outer hair cell
CL:1000397	endothelial cell of venous sinus of red pulp of spleen
CL:1000398	endothelial cell of hepatic sinusoid
CL:0000209	taste receptor cell
CL:0000207	olfactory receptor cell
CL:0000208	pH receptor cell
CL:0000202	auditory hair cell
CL:0000200	touch receptor cell
CL:0000205	thermoreceptor cell
CL:0000206	chemoreceptor cell
CL:0000203	gravity sensitive cell
CL:0000204	acceleration receptive cell
CL:0000671	centripetally migrating follicle cell
CL:0000670	primordial germ cell
CL:0000667	collagen secreting cell
CL:0000665	permanently open valve cell
CL:0000666	fenestrated cell
CL:0000663	valve cell
CL:0000664	closable valve cell
CL:0000661	distal tip cell (sensu Nematoda)
CL:0000662	neuroglioblast (sensu Nematoda)
CL:0000669	pericyte cell
CL:0000660	glycocalyx secreting cell
CL:0000654	primary oocyte
CL:0000655	secondary oocyte
CL:0000656	primary spermatocyte
CL:0000657	secondary spermatocyte
CL:0000650	mesangial cell
CL:0000651	mucous neck cell
CL:0000652	pinealocyte
CL:0000653	glomerular visceral epithelial cell
CL:0000658	cuticle secreting cell
CL:0000659	eggshell secreting cell
CL:0000641	chromophobe cell
CL:0000642	folliculostellate cell
CL:0000645	pituicyte
CL:0000646	basal cell
CL:0000644	Bergmann glial cell
CL:0000649	prickle cell
CL:0000647	multinucleated giant cell
CL:0000648	kidney granular cell
CL:0000630	supportive cell
CL:0000631	labyrinth supporting cell
CL:0000632	hepatic stellate cell
CL:0000633	Hensen cell
CL:0000634	Claudius cell
CL:0000635	Deiter&apos;s cell
CL:0000636	Mueller cell
CL:0000637	chromophil cell of anterior pituitary gland
CL:0000638	acidophil cell of pars distalis of adenohypophysis
CL:0000639	basophil cell of pars distalis of adenohypophysis
CL:1000309	epicardial adipocyte
CL:1000305	fibroblast of connective tissue of glandular part of prostate
CL:1000306	fibroblast of tunica adventitia of artery
CL:1000307	fibroblast of dense regular elastic tissue
CL:1000308	fibrocyte of adventitia of ureter
CL:1000301	fibroblast of subepithelial connective tissue of prostatic gland
CL:1000302	fibroblast of papillary layer of dermis
CL:1000303	fibroblast of areolar connective tissue
CL:1000304	fibroblast of connective tissue of nonglandular part of prostate
CL:1000300	fibroblast of outer membrane of prostatic capsule
CL:0000699	paraganglial type 1 cell
CL:0007005	notochordal cell
CL:0007004	premigratory neural crest cell
CL:0007007	notochordal sheath cell
CL:0007006	chordamesodermal cell
CL:0000695	Cajal-Retzius cell
CL:0007001	skeletogenic cell
CL:0007000	preameloblast
CL:0000694	R3 photoreceptor cell
CL:0000697	R4 photoreceptor cell
CL:0007003	preodontoblast
CL:0007002	precementoblast
CL:0000696	PP cell
CL:0007008	notochordal vacuole cell
CL:0007009	prechondroblast
CL:1000317	intestinal villus goblet cell
CL:0000692	terminal Schwann cell
CL:0002407	mature Vgamma2-positive thymocyte
CL:0000693	neuroglioform cell
CL:0002408	immature Vgamma2-negative thymocyte
CL:0000690	R2 photoreceptor cell
CL:0002409	mature Vgamma2-negative thymocyte
CL:0000691	stellate interneuron
CL:1000310	adipocyte of epicardial fat of right ventricle
CL:0002403	mature Vgamma2-positive fetal thymocyte
CL:0002404	fetal thymocyte
CL:1000311	adipocyte of epicardial fat of left ventricle
CL:0002405	gamma-delta thymocyte
CL:0002406	immature Vgamma2-positive thymocyte
CL:1000314	gastric cardiac gland goblet cell
CL:1000315	principal gastric gland goblet cell
CL:0002400	Fraction B/C precursor B cell
CL:1000312	bronchial goblet cell
CL:0002401	mature dendritic epithelial T cell precursor
CL:1000313	gastric goblet cell
CL:0002402	Peyer&apos;s patch B cell
CL:0007010	preosteoblast
CL:0000686	cerebrospinal fluid secreting cell
CL:0007013	terminally differentiated odontoblast
CL:0000684	littoral cell of liver
CL:0007012	non-terminally differentiated odontoblast
CL:0007011	enteric neuron
CL:0000683	ependymoglial cell
CL:0007018	epidermal ciliary cell
CL:0000689	myoendocrine cell
CL:0007017	Stiftchenzellen
CL:0007016	adaxial cell
